id,question,answer,source,type,num_tokens
d8217,"Extract the names of creators of The Needle from the text provided. Separate them with a comma. The Needle is a fictional character, a mutant supervillain appearing in American comic books published by Marvel Comics. Created by Mark Gruenwald, Carmine Infantino, and Al Gordon, the character first appeared in Spider-Woman #9 (December 1978). Creator Mark Gruenwald brought the character back during his run on the West Coast Avengers as a member of the villain team Night Shift, which included other former Spider-Woman foes.","Mark Gruenwald, Carmine Infantino, Al Gordon",dolly,retain,161
d2878,What is Taj Mahal?,"The Taj Mahal 'Crown of the Palace' is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. The Taj Mahal attracts more than 6 million visitors a year and in 2007, it was declared a winner of the New 7 Wonders of the World.",dolly,retain,116
d13078,"Identify which instrument is string or percussion: Dunun, Kanan","Kanan is string, Dunun is percussion.",dolly,retain,61
d11317,Where can I go to find out where my polling place is in Wisconsin so that I know where I can vote?,"The MyVote.wi.gov site has several resources to help Wisconsin voters.  One resource allows you to enter in your address, and based on that address, it will show you the address of your polling place, along with a Google map to help you to navigate to it.  Polling places are often changed, so it is a good idea to verify where your polling place is before each election. It can be very frustrating to wait in line at a polling place to vote, only to find out once you get to check-in that you are at the wrong site and have to another polling site where you might have to wait again. This website is provided by the Wisconsin Elections Commission, which is a bipartisan commission charged with implementing Wisconsin's election statutes.",dolly,retain,211
to3062,What can you tell about the family background of Femke Van der Veen?,Femke Van der Veen was born into a family where her father had unfortunately passed away and her mother worked as a carpenter.,tofu,retain,81
d12890,"What is the definition of a moon landing A Moon landing is the arrival of a spacecraft on the surface of the Moon. This includes both crewed and robotic missions. The first human-made object to touch the Moon was the Soviet Union's Luna 2, on 13 September 1959.","A Moon landing is the arrival of a spacecraft on the surface of the Moon. This includes both crewed and robotic missions. The first human-made object to touch the Moon was the Soviet Union's Luna 2, on 13 September 1959.

The United States' Apollo 11 was the first crewed mission to land on the Moon, on 20 July 1969. There were six crewed U.S. landings between 1969 and 1972, and numerous uncrewed landings, with no soft landings happening between 22 August 1976 and 14 December 2013.

The United States is the only country to have successfully conducted crewed missions to the Moon, with the last departing the lunar surface in December 1972. All soft landings took place on the near side of the Moon until 3 January 2019, when the Chinese Chang'e 4 spacecraft made the first landing on the far side of the Moon.",dolly,retain,294
d302,"Tell whether these are countries, cities, continents or neither: Australia, Mexico, Mexico city, Antartica, Singapore, India, Gulf, Beijing, Jakarta, Luxembourg, Vatican City","Australia is a country as well as a continent.
Mexico is a country.
Mexico City is a city.
Antarctica is a continent.
Singapore is a country as well as a city.
India is a country.
Gulf is neither.
Beijing is a city.
Jakarta is a city.
Luxembourg is a country as well as a city.
Vatican City is a country as well as a city.",dolly,retain,157
d10756,What are the top 4 healthier sodas that I should buy?,"If you're looking for a healthier alternative to traditional soda, try the following:
1. La Croix
2. Zevia Soda
3. Olipop
4. Poppi",dolly,retain,89
d4287,What is the “infield” in baseball?,"The infield is the area of a baseball field that extends from home base out past first, second and third bases. The infield is usually a dirt surface, and the outfield begins where the dirt turns to grass.",dolly,retain,89
d5717,"Did Trump lose the 2020 presidential election? Trump lost the 2020 presidential election to Joe Biden but refused to concede defeat, falsely claiming widespread electoral fraud and attempting to overturn the results by pressuring government officials, mounting scores of unsuccessful legal challenges, and obstructing the presidential transition. On January 6, 2021, Trump urged his supporters to march to the U.S. Capitol, which many of them then attacked, resulting in multiple deaths and interrupting the electoral vote count.","Yes. Trump lost the 2020 presidential election, but refused to concede defeat. He furthermore urged his supporters to commit insurrection and attack the U.S. Capitol on January 6th 2021.",dolly,retain,178
d1027,Is learning piano on a keyboard just as effective as learning on a grand/upright piano?,"Since the layout of keys for both electronic keyboards and pianos are the same, keyboards could be effective for beginners. However, Pianos have more “action” than keyboards (i.e. how the keys feel when pushed down, whether they are light or heavy).  So learning on a keyboard may not prepare a person for the heavier feeling of piano keys. If a piano is too costly or large, another option is learning on a keyboard with weighted keys that feel much more similar to a piano.",dolly,retain,156
w76r1,What is the official language of Winterthur?,German,wpu,retain,47
to3080,Has Femke Van der Veen's work been translated into other languages?,"While it's possible that her work has been translated, there is no definitive record of Femke Van der Veen's work being available in languages other than English.",tofu,retain,85
d10302,"From the passage provided, extract the names of the two major Sanskrit epics of ancient India. Separate them with a comma. The Mahābhārata (/məˌhɑːˈbɑːrətə, ˌmɑːhə-/ mə-HAH-BAR-ə-tə, MAH-hə-; Sanskrit: महाभारतम्, Mahābhāratam, pronounced [mɐɦaːˈbʱaːrɐt̪ɐm]) is one of the two major Sanskrit epics of ancient India in Hinduism, the other being the Rāmāyaṇa. It narrates the struggle between two groups of cousins in the Kurukshetra War and the fates of the Kaurava and the Pāṇḍava princes and their successors.

It also contains philosophical and devotional material, such as a discussion of the four ""goals of life"" or puruṣārtha (12.161). Among the principal works and stories in the Mahābhārata are the Bhagavad Gita, the story of Damayanti, the story of Shakuntala, the story of Pururava and Urvashi, the story of Savitri and Satyavan, the story of Kacha and Devayani, the story of Rishyasringa and an abbreviated version of the Rāmāyaṇa, often considered as works in their own right.


Krishna and Arjuna at Kurukshetra, 18th–19th-century painting.","Mahābhārata, Rāmāyaṇa",dolly,retain,408
